transaction_id,transaction_date,transaction_timestamp,debit_amount,credit_amount,account_id,bank_id,sender_account,receiver_account,transaction_type,currency,payment_method,status,reference_id,bank_charge,remarks,transaction_source
fcddda81-3411-491b-87e2-92434fc75e86,20-02-2024,06-03-2024,19.72,707.63,9a79a427-29bd-4f70-91fa-acb8fd447f0e,Bank_B,3fe6ed25-dfa7-4db7-b3be-7ee1b4e97cbb,125f6dcc-5c69-4d54-8ff2-221cbdf52a18,Credit,INR,Debit Card,Failed,c1e55ed4-a23e-4b2d-acc4-4ae3358b6181,46.01,Factor simple discussion rich.,Mobile
b08374d2-db29-4f4c-895b-ffdb802aad67,08-10-2024,02-02-2024,626.54,934.04,e8e4a066-1447-49fe-b7b6-fde13ed7f5d8,Bank_B,b4108dea-6326-4d15-8340-914da1bb1d0a,c95f570f-978b-4887-84d4-a7f0222e1c52,Debit,INR,NEFT,Pending,1ca42eb2-3d24-464e-81e1-65b8b82b6ca1,21.04,Specific with maybe decision read benefit us.,Mobile
f16e7471-02c1-469f-9723-2139ee40203f,03-10-2024,15-03-2024,838.03,578.07,3c782100-9df9-4668-a2c5-4801b891b24d,Bank_D,9cd458fe-288a-47ab-9ae5-25be473047e0,fa0bfb45-33d1-43c5-931a-cf1a52c26900,Debit,INR,Cash,Pending,8e9ccb74-8eeb-4a2b-85da-cfb1dc8f35c1,29.65,Design food your agreement.,Website
689dcdf9-5768-4229-9108-b54a2979eb6a,24-01-2024,08-01-2024,119.85,86.39,843579e3-2b56-46e8-ae4d-1a1bc53d2342,Bank_A,78fcaafe-52a5-4c1d-9e9f-fb970efdb3fa,ed0464fd-1062-49e4-a51b-5b7488327147,Credit,INR,UPI,Pending,21c8df2e-0ccc-4a06-a90d-62bcaaea65a9,31.61,Them class matter make current discover show.,Website
a424e78f-dc5c-4f9f-ab96-4da9b25dca82,19-03-2024,24-01-2024,139.19,482.99,761a910d-fd36-4f78-bb40-7a16893379ff,Bank_D,1111777e-7894-4e64-a3a3-261cab61384a,5e3965ed-fc8b-467f-b493-ef5de71246bf,Credit,INR,UPI,Failed,b5163018-2c77-4230-8782-5dfc23d66cd7,26.93,Community perhaps well foot seek loss.,Website
b02890de-a558-4023-9dc1-356b352e99bd,29-09-2024,02-07-2024,788.17,99.94,778866f6-b128-40f0-801e-294711e8a133,Bank_C,20cfed73-ae44-472f-8d1f-31766776ddfa,926e8e23-38ba-4147-8344-958722535a4c,Debit,INR,UPI,Pending,81c8c5a6-4d61-49f3-8a68-52a20d46e832,46.77,Rather condition provide family fly.,Mobile
8fc780f5-71aa-421b-9c3b-a4b5437a8862,09-05-2024,20-02-2024,53.22,720.6,6daf2381-65e9-4cf8-a2b1-e8e22c70ca36,Bank_C,b632a42f-f3ed-4dca-8985-a1793a987d46,20e753c8-7c38-4360-9c1e-44118ab1a75d,Credit,INR,UPI,Failed,44b53c52-483b-405c-ab77-da0280e6a87a,14.61,Rather owner though year.,ATM
1ce2fe49-2ce3-4743-8b6c-589d30a6633a,09-09-2024,26-04-2024,706.58,710.64,341a3a43-1436-44f7-bfa5-384f0774fa82,Bank_B,7b022f20-fc7d-44e5-929a-d20e19cfd281,4f7ce9c3-f3e7-49fc-a1e7-5f19f282d6a0,Credit,INR,Debit Card,Failed,f05dbf80-3da2-4052-9a51-502ecf45a6d8,33.29,Order write kind miss guy.,ATM
941dd1e5-4ea7-43a2-981a-3fbb2d67f73e,17-04-2024,21-04-2024,55.94,76.67,7d4310e9-7303-40a5-a6eb-2cbd98c0e047,Bank_C,0402a735-15d8-4039-81c5-0edaa2d1ddc4,69d5641d-ea58-4bae-b06b-e412f8e0c104,Debit,INR,Cash,Pending,4d692852-45fc-47a5-afc6-b1c0cd2785e4,15.04,Easy environmental scientist.,Mobile
85b781c7-b3d6-4b92-97d8-ad0baac33fc0,28-01-2024,21-05-2024,872.21,56.1,a3585e3c-2607-4135-8969-078c34bd6947,Bank_D,c5fb6f2e-1cde-42fa-816d-0f824d385e3a,c05fb5a6-3434-4049-92a0-44d3f96542d3,Debit,INR,Debit Card,Completed,168ba0ae-0ff8-48cd-a1e4-2e6ca34ca992,19.73,Over radio game owner voice.,Mobile
3d59308e-5fc0-429f-89cb-56d031aad7ab,22-04-2024,18-03-2024,544.95,74.23,5d04f1b2-ec2a-43c3-9b5f-216abc802949,Bank_A,d1aa2e8e-aa4a-4e9e-9307-ef4a75ed2fbe,96a87f5e-7e2b-491b-8787-ff3b206168aa,Debit,INR,Cash,Completed,27620f73-099e-4b16-a450-cef7db3e7c74,18.7,Gun yourself seek enjoy.,Website
d1721b3a-8f3e-4b06-89e1-fdbb5fc35bc1,02-03-2024,25-08-2024,704.5,276.92,ac3d3a73-caf3-4cbd-81bd-0a4d132be3ed,Bank_C,7a762fb2-a3c8-47f9-adf0-98da89df5799,5f5dbd3e-e5a2-4fd2-aacc-2285dedf8053,Credit,INR,Debit Card,Completed,7a337abe-ac0c-457c-b6bc-361eb76bfc84,44.01,Beat figure image a. Red eat yourself what.,Website
d0aae455-2911-4f9b-8b5a-6a3bb2d74ee4,20-01-2024,05-05-2024,243.18,59.8,cb02cd6e-acec-489b-887c-c340ec0d31c6,Bank_C,5064b9a6-63d1-412c-b051-ebfc36654aa8,0dd7a58c-24fa-4757-bad5-3c5d8910fa77,Credit,INR,Cash,Completed,2bf4c84a-953f-499a-9e45-c63567efd773,19.12,Plan common shake.,ATM
7d5f8566-8fc0-4480-8b14-e382a6650460,16-04-2024,07-11-2024,214.13,818.52,55f7d178-603a-45a2-ae2d-82f6c2a51cf9,Bank_C,2bb700d5-303b-425f-b5c8-aa46f8178737,3661b821-e47b-4acd-a167-50a6faa11830,Credit,INR,NEFT,Failed,36737e50-8bee-44ed-9baf-47def0a836c3,7.8,Player catch again.,ATM
8deed2c0-778d-4f18-aafa-091722ba9879,06-03-2024,03-11-2024,460.65,328.21,d64f45ba-54db-45de-812b-10347c13d969,Bank_C,423362dc-ae50-4ff5-9147-8ea134be8f6a,8e0dd267-d29c-4588-bd14-5bc11faac5ef,Credit,INR,Debit Card,Pending,b5491fbc-1065-4f87-a818-2e939f27b46f,31.99,Turn rate friend network agent position.,Mobile
10a5823a-f9e6-414b-86eb-fc5454d6e978,16-09-2024,15-08-2024,967.44,48.45,2c7c4df4-1361-4255-b4ca-2755a04812b8,Bank_A,0400b420-cbb9-4c60-854e-afcbd4b62eba,34455c97-56c2-4ee3-a550-5dc80ba6c644,Debit,INR,Debit Card,Completed,99903889-14ad-43fa-9839-0124d33d2b61,39.52,Success degree ask help again note evidence.,Mobile
9b775062-74bd-4e63-b449-2611a7e816c2,15-07-2024,20-06-2024,612.02,456.59,d8b21b15-1e3d-4776-9e06-99606a80c55d,Bank_B,1da1225f-9f6c-4dd7-ae9a-a554124becd4,65abbfb0-0ee3-466f-896e-59911c82010f,Debit,INR,Cash,Completed,b80fa5cc-f4e5-4600-b8b2-d30d6a7ba566,47.53,Certain success somebody night.,Mobile
4cd9c88e-f34c-49c2-b957-756298dc218a,23-10-2024,04-01-2024,226.29,786.35,c86adee4-2690-4beb-bbe1-c48d72482a84,Bank_B,a0192e98-d3cb-4523-b995-9c30178c57c2,5e6fb95c-07ab-4620-8aa2-edb185846538,Debit,INR,UPI,Completed,7ad27dde-c346-4404-b464-6484d1b4f9bf,48.08,Pattern line minute all.,Mobile
8ea312eb-45cf-426c-a2fd-7adcceee618f,03-10-2024,10-10-2024,890.51,57.32,10e3298c-7874-43f9-b2c5-9cb9171e9bdc,Bank_C,69fa7d7d-7354-4372-927e-6dd4430ac29f,cf596da0-0b8f-4c33-9a51-fdf666cd889f,Debit,INR,NEFT,Pending,af8730f3-8d89-46a9-b9a6-b33071e31845,47.31,Expect teacher common suggest.,Mobile
19043961-9713-440e-8017-852acf9fdd07,19-10-2024,20-10-2024,317.75,648.89,95e5a99c-6c45-402e-b03b-8ac796b391f9,Bank_D,bb7f9d9c-f4f9-4a06-8620-e8d52f582b8d,94eee3a3-5ca1-4fb8-8145-895058f7b90e,Debit,INR,UPI,Failed,6da26d1f-df5a-44d3-9232-fc68d7ad6b18,18.63,Really wall laugh star discover leave.,ATM
c95b9bdf-dbc9-4b48-9753-e3c06d5fc934,02-11-2024,09-05-2024,370.67,126.01,bac339ab-ae51-4915-b098-907b26b298bd,Bank_C,7492d2f5-2d2a-4abf-9963-a24c57f366ef,bace9301-6a2b-4e60-810d-2ee339b47fdc,Debit,INR,Debit Card,Completed,16efe9ae-490a-4058-ae63-e0a760dde360,7.99,Unit produce firm marriage.,Website
117c59c8-38e1-4fb7-a312-e7e8a353a0a6,14-01-2024,13-03-2024,329.48,799.4,8217f09c-8427-4092-96fa-6d2eb887918a,Bank_D,f2ead3f6-f43d-447a-b103-8b11a2327f5c,c256353a-fb0c-48d3-9ca5-9dd92b2210dc,Debit,INR,NEFT,Completed,3a55f3ff-5837-4626-bfac-5c049dc04711,27.27,Final my relationship might several.,ATM
c108233e-4013-4083-ba28-6c35cabd64d8,05-09-2024,20-07-2024,583.45,814.82,413cb2e2-0acd-4566-9abf-50dafe65ac7a,Bank_C,f386da97-6ae6-4c55-aa1e-510208f183a4,d01cdcc0-7571-4850-ba02-19683017a81e,Debit,INR,Debit Card,Completed,4b961bbb-184a-4995-878c-241766fecc38,19.27,Maintain share light instead probably decade me.,ATM
57ec3abe-4cc5-432c-a8f4-e1f7c13c1b83,10-07-2024,09-01-2024,568.89,637.44,3fc83a31-0f99-4674-a47e-27657a42926d,Bank_C,92424d2b-aa97-4fb2-b7fb-52b7036db8eb,aa3320c2-7122-47a2-bb96-32506a982f21,Credit,INR,UPI,Pending,ee772e30-cc63-4e96-a20c-df24dd021b40,46.44,Feel perhaps despite admit traditional deep must.,Website
67452973-f8c9-459a-a11f-350361da35e3,10-03-2024,06-04-2024,244.53,645.86,df75bbee-2378-472d-bc42-e02be5343cbd,Bank_A,8bed5475-35dd-475a-80f0-8f715710ed9c,e3c18199-9b91-4e2a-b7a1-34ac5677daea,Debit,INR,UPI,Failed,e08ba96b-9ab6-42b9-88dc-6628afb5c0dd,17.4,Store condition concern spring.,Website
a701f377-cc4d-4d3f-af5c-7f2c175fce99,15-07-2024,21-04-2024,506.48,615.94,93f958b2-3262-4d68-9d8a-69622f9ee01d,Bank_C,31436bd7-a695-4c3c-b91a-d49db1e871e6,0ec49805-072f-4093-a92b-351627976060,Debit,INR,NEFT,Completed,ef320a3b-e550-4b38-be97-61241d8f0afb,10.86,This customer less daughter some site her.,Website
4f23b007-9a65-4940-98fb-712c7c5e1112,07-07-2024,07-08-2024,823.77,612.35,b3e8d3bc-e001-4daf-9e2a-97799a212dac,Bank_C,13172399-8dc0-4aa1-aacd-2dffcb6c1062,fb78735a-ab13-4bd2-9642-b6554949d52a,Credit,INR,Cash,Pending,9f2c0620-37c4-4e27-b4a1-66fb2daef571,46.01,Maintain she best wrong entire during.,Mobile
aaa2d35f-92f2-449a-9c47-692114cd7ee2,14-07-2024,18-01-2024,91.74,639.73,0e1a6cdf-9efa-4b3a-98e5-b585b2bb58cb,Bank_A,695330a3-4efb-49d9-b606-6165e24ee2de,89ac10de-faaf-464e-82dd-c3d336af59b0,Credit,INR,Debit Card,Completed,79bcf2de-8784-4896-a491-93aa6b2e5636,46.77,Player hair lawyer.,Website
e5183d46-0df6-4304-891c-6eff085f109b,18-03-2024,25-11-2024,246.77,248.54,53167a02-4e92-479b-9a8f-14b1fb3802e6,Bank_C,eaeee62e-bbc4-4f20-9e6c-81e2cadff500,4b3b1a5e-ccd4-4534-b0b1-1c14120daee6,Credit,INR,NEFT,Completed,39b1c5e0-6504-4dc4-8152-ac97c43dc677,5.35,Hair child your drop.,Mobile
31d15d63-2718-4f23-a068-31538677e033,07-04-2024,10-01-2024,202.93,172.73,01dca9dc-1ed6-432d-8db3-6f70f9bccb71,Bank_B,da1eecf9-e776-4dc2-a747-56e4637fc91e,724f3b1a-d758-432a-be2d-ff0c65a9d4ee,Debit,INR,NEFT,Pending,9c9d970b-8e8d-412a-a8b7-5c391c4a1b16,15.11,Important share fear subject two six fine.,Mobile
8d40f75c-9493-468f-8f32-d3f9ee4d4910,18-11-2024,26-01-2024,588.68,454,f3700bb1-f3bb-4346-9363-780e86679470,Bank_C,62c984b4-c73e-484b-92c1-ff1e88595b6e,d807cde7-dade-4c65-ae65-703c82ce05ec,Credit,INR,NEFT,Completed,b6c48373-dc74-43dc-8169-25094364d093,16.21,System development blood reason act.,ATM
